model_name,config,processed_tokens,max_cache_tokens,log_ppl,perplexity,next_token_accuracy,cache_mb,memory_saved_mb,memory_saved_percent,elapsed_seconds
Qwen/Qwen2.5-3B-Instruct,low_l2,1536,1000,1.8276703477216263,6.219380773662046,0.6243489583333334,35.15625,18.84375,34.895833333333336,10.154491845999928
Qwen/Qwen2.5-3B-Instruct,low_l2,2048,1000,1.969255368807353,7.165338966450285,0.5849609375,35.15625,36.84375,51.171875,13.621767683000144
Qwen/Qwen2.5-3B-Instruct,low_l2,2560,1000,2.0393133324570956,7.685330119850508,0.5609375,35.15625,54.84375,60.9375,17.091146127999764
Qwen/Qwen2.5-3B-Instruct,low_l2,3072,1000,2.1099782422340163,8.248061823275359,0.5439453125,35.15625,72.84375,67.44791666666667,20.58045999900014
Qwen/Qwen2.5-3B-Instruct,low_l2,3584,1000,2.1717848371315216,8.773930109994279,0.5281808035714286,35.15625,90.84375,72.09821428571428,24.075344131999827
Qwen/Qwen2.5-3B-Instruct,low_l2,4096,1000,2.233754973683972,9.334852477269497,0.52099609375,35.15625,108.84375,75.5859375,27.576138936000007
Qwen/Qwen2.5-3B-Instruct,low_l2,4608,1000,2.3202769688537552,10.178493041254981,0.5106336805555556,35.15625,126.84375,78.29861111111111,31.082702989000154
Qwen/Qwen2.5-3B-Instruct,low_l2,5120,1000,2.3901628299150617,10.915271131019503,0.4962890625,35.15625,144.84375,80.46875,34.57333172000017
Qwen/Qwen2.5-3B-Instruct,low_l2,5632,1000,2.4224242485467005,11.273155145553176,0.4923650568181818,35.15625,162.84375,82.24431818181819,38.090836255999875
Qwen/Qwen2.5-3B-Instruct,low_l2,6144,1000,2.4653446822194383,11.76753751398227,0.4876302083333333,35.15625,180.84375,83.72395833333334,41.61702579099983
Qwen/Qwen2.5-3B-Instruct,low_l2,6656,1000,2.524628910773362,12.48626088688024,0.47911658653846156,35.15625,198.84375,84.97596153846155,45.14275903099997
Qwen/Qwen2.5-3B-Instruct,low_l2,7168,1000,2.5531820978503674,12.847922149655176,0.47433035714285715,35.15625,216.84375,86.04910714285714,48.66364341000008
Qwen/Qwen2.5-3B-Instruct,low_l2,7680,1000,2.5934058839144805,13.375248658707402,0.46953125,35.15625,234.84375,86.97916666666666,52.21059635199981
Qwen/Qwen2.5-3B-Instruct,low_l2,8192,1000,2.6252752006112132,13.808373736115907,0.4656982421875,35.15625,252.84375,87.79296875,55.77230980100012
Qwen/Qwen2.5-3B-Instruct,keydiff,512,1000,2.153732303529978,8.616959562860703,0.576171875,18.0,0.0,0.0,3.3232909220000693
Qwen/Qwen2.5-3B-Instruct,keydiff,1024,1000,1.8791062338277698,6.547650177984858,0.6162109375,35.15625,0.84375,2.34375,6.8588261290001356
Qwen/Qwen2.5-3B-Instruct,keydiff,1536,1000,1.808664917635421,6.102294924969438,0.6263020833333334,35.15625,18.84375,34.895833333333336,10.544657649999863
Qwen/Qwen2.5-3B-Instruct,keydiff,2048,1000,1.9342406110372394,6.91878800868946,0.5888671875,35.15625,36.84375,51.171875,14.25392705000013
Qwen/Qwen2.5-3B-Instruct,keydiff,2560,1000,1.9798663360998034,7.241774956582173,0.571484375,35.15625,54.84375,60.9375,17.962268636999852
Qwen/Qwen2.5-3B-Instruct,keydiff,3072,1000,2.0441541322506964,7.722623456270457,0.5589192708333334,35.15625,72.84375,67.44791666666667,21.69365969399996
Qwen/Qwen2.5-3B-Instruct,keydiff,3584,1000,2.1016452790104916,8.179616599263312,0.5385044642857143,35.15625,90.84375,72.09821428571428,25.43147557600014
Qwen/Qwen2.5-3B-Instruct,keydiff,4096,1000,2.1613225153414533,8.682612957501568,0.530517578125,35.15625,108.84375,75.5859375,29.183436518000235
Qwen/Qwen2.5-3B-Instruct,keydiff,4608,1000,2.231785813036064,9.316488739625918,0.521484375,35.15625,126.84375,78.29861111111111,32.93042274199979
Qwen/Qwen2.5-3B-Instruct,keydiff,5120,1000,2.2864486060105262,9.839930086520594,0.5107421875,35.15625,144.84375,80.46875,36.684138003000044
Qwen/Qwen2.5-3B-Instruct,keydiff,5632,1000,2.310532662594183,10.07979235364445,0.5062144886363636,35.15625,162.84375,82.24431818181819,40.450533909000114
Qwen/Qwen2.5-3B-Instruct,keydiff,6144,1000,2.334358105358357,10.32283163195169,0.5032552083333334,35.15625,180.84375,83.72395833333334,44.21077933400011
Qwen/Qwen2.5-3B-Instruct,keydiff,6656,1000,2.3792298389598727,10.796584552334021,0.49759615384615385,35.15625,198.84375,84.97596153846155,47.94729144199982
Qwen/Qwen2.5-3B-Instruct,keydiff,7168,1000,2.378605876849698,10.7898499939272,0.4986049107142857,35.15625,216.84375,86.04910714285714,51.71199107499979
Qwen/Qwen2.5-3B-Instruct,keydiff,7680,1000,2.385815817800661,10.86792529619568,0.49765625,35.15625,234.84375,86.97916666666666,55.43661557099995
Qwen/Qwen2.5-3B-Instruct,keydiff,8192,1000,2.412853262561839,11.165774624086742,0.4937744140625,35.15625,252.84375,87.79296875,59.14468150199991
Qwen/Qwen2.5-3B-Instruct,random,512,1000,2.153732303529978,8.616959562860703,0.576171875,18.0,0.0,0.0,3.3633186840002054
Qwen/Qwen2.5-3B-Instruct,random,1024,1000,1.8791062338277698,6.547650177984858,0.6162109375,35.15625,0.84375,2.34375,6.859948576000079
Qwen/Qwen2.5-3B-Instruct,random,1536,1000,1.8615834526717663,6.433916512024307,0.619140625,35.15625,18.84375,34.895833333333336,10.450605550000091
Qwen/Qwen2.5-3B-Instruct,random,2048,1000,2.1385371712967753,8.487013496965213,0.56298828125,35.15625,36.84375,51.171875,14.049006660000032
Qwen/Qwen2.5-3B-Instruct,random,2560,1000,2.201204154640436,9.035887557028982,0.541015625,35.15625,54.84375,60.9375,17.632273926999915
Qwen/Qwen2.5-3B-Instruct,random,3072,1000,2.388439191505313,10.896473355383213,0.5107421875,35.15625,72.84375,67.44791666666667,21.225167878999855
Qwen/Qwen2.5-3B-Instruct,random,3584,1000,2.5979058236948083,13.435572096343808,0.47935267857142855,35.15625,90.84375,72.09821428571428,24.814786839000135
Qwen/Qwen2.5-3B-Instruct,random,4096,1000,2.8268419173546135,16.89203007256579,0.453125,35.15625,108.84375,75.5859375,28.407559243999913
Qwen/Qwen2.5-3B-Instruct,random,4608,1000,3.0252812177770667,20.599796925820502,0.4348958333333333,35.15625,126.84375,78.29861111111111,32.00515268300023
Qwen/Qwen2.5-3B-Instruct,random,5120,1000,3.1922104004770517,24.342173973496617,0.4169921875,35.15625,144.84375,80.46875,35.64390881200006
Qwen/Qwen2.5-3B-Instruct,random,5632,1000,3.2618451731448825,26.09764742113744,0.4092684659090909,35.15625,162.84375,82.24431818181819,39.27472012199996
Qwen/Qwen2.5-3B-Instruct,random,6144,1000,3.3427104791626334,28.2957178127406,0.40087890625,35.15625,180.84375,83.72395833333334,42.920636063000075
Qwen/Qwen2.5-3B-Instruct,random,6656,1000,3.4487706930018387,31.461692447916423,0.3898737980769231,35.15625,198.84375,84.97596153846155,46.58210812100015
Qwen/Qwen2.5-3B-Instruct,random,7168,1000,3.5067414824983905,33.33945340103997,0.38504464285714285,35.15625,216.84375,86.04910714285714,50.240411930999926
Qwen/Qwen2.5-3B-Instruct,random,7680,1000,3.51389360204339,33.57875589727727,0.38619791666666664,35.15625,234.84375,86.97916666666666,53.8985051489999
Qwen/Qwen2.5-3B-Instruct,random,8192,1000,3.569364443188533,35.49402751056389,0.3818359375,35.15625,252.84375,87.79296875,57.56545949200017
Qwen/Qwen2.5-3B-Instruct,high_l2,512,1000,2.153732303529978,8.616959562860703,0.576171875,18.0,0.0,0.0,3.4200329179998334
Qwen/Qwen2.5-3B-Instruct,high_l2,1024,1000,1.8791062338277698,6.547650177984858,0.6162109375,35.15625,0.84375,2.34375,6.975023503000102
Qwen/Qwen2.5-3B-Instruct,high_l2,1536,1000,2.383127674460411,10.838749986464329,0.5611979166666666,35.15625,18.84375,34.895833333333336,10.621086817000105
Qwen/Qwen2.5-3B-Instruct,high_l2,2048,1000,2.9928835183382034,19.943105972739207,0.4853515625,35.15625,36.84375,51.171875,14.281184417000077
Qwen/Qwen2.5-3B-Instruct,high_l2,2560,1000,3.2366148263216017,25.4474318002123,0.442578125,35.15625,54.84375,60.9375,17.94826219200013
Qwen/Qwen2.5-3B-Instruct,high_l2,3072,1000,3.447648654381434,31.426411011195384,0.4212239583333333,35.15625,72.84375,67.44791666666667,21.59253969600013
Qwen/Qwen2.5-3B-Instruct,high_l2,3584,1000,3.6551127838236943,38.67188243198391,0.39732142857142855,35.15625,90.84375,72.09821428571428,25.254594575999818
Qwen/Qwen2.5-3B-Instruct,high_l2,4096,1000,3.8747973553836346,48.172935315928754,0.376708984375,35.15625,108.84375,75.5859375,28.90199612100014
Qwen/Qwen2.5-3B-Instruct,high_l2,4608,1000,4.095018078883489,60.04042461147983,0.3602430555555556,35.15625,126.84375,78.29861111111111,32.559434667000005
Qwen/Qwen2.5-3B-Instruct,high_l2,5120,1000,4.230734306573868,68.76771022008212,0.346875,35.15625,144.84375,80.46875,36.23774801699983
Qwen/Qwen2.5-3B-Instruct,high_l2,5632,1000,4.339269396933642,76.65151704236484,0.33842329545454547,35.15625,162.84375,82.24431818181819,39.88237572600019
Qwen/Qwen2.5-3B-Instruct,high_l2,6144,1000,4.5050297391911345,90.4710345442508,0.3253580729166667,35.15625,180.84375,83.72395833333334,43.532007567000164
Qwen/Qwen2.5-3B-Instruct,high_l2,6656,1000,4.645062217345605,104.06984053322792,0.3135516826923077,35.15625,198.84375,84.97596153846155,47.181439531999786
Qwen/Qwen2.5-3B-Instruct,high_l2,7168,1000,4.77767069212028,118.82724220377577,0.30496651785714285,35.15625,216.84375,86.04910714285714,50.822695765999924
Qwen/Qwen2.5-3B-Instruct,high_l2,7680,1000,4.89584910273552,133.7335119096921,0.29713541666666665,35.15625,234.84375,86.97916666666666,54.46702166800014
Qwen/Qwen2.5-3B-Instruct,high_l2,8192,1000,5.011809105053544,150.17617502145023,0.287841796875,35.15625,252.84375,87.79296875,58.12571650400014
Qwen/Qwen2.5-3B-Instruct,snapkv,512,1000,2.153732303529978,8.616959562860703,0.576171875,18.0,0.0,0.0,3.397557807999874
Qwen/Qwen2.5-3B-Instruct,snapkv,1024,1000,1.8791062338277698,6.547650177984858,0.6162109375,35.15625,0.84375,2.34375,7.02122816300016
Qwen/Qwen2.5-3B-Instruct,snapkv,1536,1000,1.813229722281297,6.13021438415111,0.626953125,35.15625,18.84375,34.895833333333336,11.062312065000242
Qwen/Qwen2.5-3B-Instruct,snapkv,2048,1000,1.930558953434229,6.893362233432728,0.58984375,35.15625,36.84375,51.171875,15.09818363100021
Qwen/Qwen2.5-3B-Instruct,snapkv,2560,1000,1.9477959379553795,7.013212976827317,0.57734375,35.15625,54.84375,60.9375,19.191713445000005
Qwen/Qwen2.5-3B-Instruct,snapkv,3072,1000,2.0028165094554424,7.4098967805115,0.5634765625,35.15625,72.84375,67.44791666666667,23.24060704600015
Qwen/Qwen2.5-3B-Instruct,snapkv,3584,1000,2.0322361971650804,7.631132008724022,0.5524553571428571,35.15625,90.84375,72.09821428571428,27.310775178999847
Qwen/Qwen2.5-3B-Instruct,snapkv,4096,1000,2.0687839072197676,7.91519165523431,0.545654296875,35.15625,108.84375,75.5859375,31.38064890099986
Qwen/Qwen2.5-3B-Instruct,snapkv,4608,1000,2.124333642423153,8.367320002952022,0.5394965277777778,35.15625,126.84375,78.29861111111111,35.43287034900004
Qwen/Qwen2.5-3B-Instruct,snapkv,5120,1000,2.1687326498329638,8.747191258703182,0.52890625,35.15625,144.84375,80.46875,39.509166178000214
Qwen/Qwen2.5-3B-Instruct,snapkv,5632,1000,2.1703171079809014,8.761061802911154,0.5278764204545454,35.15625,162.84375,82.24431818181819,43.577878071000214
Qwen/Qwen2.5-3B-Instruct,snapkv,6144,1000,2.178317317739129,8.831433252885953,0.5283203125,35.15625,180.84375,83.72395833333334,47.64553595000007
Qwen/Qwen2.5-3B-Instruct,snapkv,6656,1000,2.2040313705801964,9.06147010901905,0.5238882211538461,35.15625,198.84375,84.97596153846155,51.70477487700009
Qwen/Qwen2.5-3B-Instruct,snapkv,7168,1000,2.1991675767515386,9.01750399435645,0.5246930803571429,35.15625,216.84375,86.04910714285714,55.763559890000124
Qwen/Qwen2.5-3B-Instruct,snapkv,7680,1000,2.187718780338764,8.914853162455215,0.526953125,35.15625,234.84375,86.97916666666666,59.839852543000234
Qwen/Qwen2.5-3B-Instruct,snapkv,8192,1000,2.197415079921484,9.00171468658831,0.5255126953125,35.15625,252.84375,87.79296875,63.92911373200013
